,Round_64,Round_32,Round_16,Round_8,Round_4,Round_2,Runner_up,Champion
Pedro Martinez,0.54,0.1354,0.057,0.0014,0.0,0.0,0.0,0.0
David Goffin,0.223,0.1216,0.0566,0.0044,0.0014,0.0,0.0,0.0
Constant Lestienne,0.2116,0.1016,0.0512,0.0082,0.0,0.0,0.0,0.0
Patrick Kypson,0.6688,0.212,0.1244,0.0268,0.0026,0.0004,0.0,0.0
Albert Ramos,0.5654,0.2126,0.0494,0.0054,0.0006,0.0,0.0,0.0
Daniel Evans,0.5088,0.3242,0.099,0.0162,0.0006,0.0,0.0,0.0
Ben Shelton,0.5274,0.3226,0.0646,0.0276,0.0024,0.0002,0.0,0.0
Adrian Mannarino,0.4462,0.1624,0.0106,0.0032,0.0,0.0,0.0,0.0
Arthur Cazaux,0.4718,0.0638,0.0344,0.0146,0.0014,0.0002,0.0002,0.0002
Laslo Djere,0.0462,0.0218,0.0104,0.0022,0.0,0.0,0.0,0.0
Christopher Eubanks,0.28,0.1228,0.0488,0.0144,0.0026,0.0,0.0,0.0
Sebastian Baez,0.4782,0.1792,0.0774,0.0274,0.0034,0.0,0.0,0.0
Giovanni Mpetshi Perricard,0.5054,0.217,0.0928,0.0346,0.0058,0.0004,0.0002,0.0002
Miomir Kecmanovic,0.687,0.4336,0.24,0.1126,0.0264,0.0044,0.0004,0.0004
Jaume Munar,0.3818,0.1934,0.041,0.0128,0.0002,0.0,0.0,0.0
Thiago Monteiro,0.488,0.1966,0.0464,0.0148,0.001,0.0,0.0,0.0
Richard Gasquet,0.4552,0.096,0.0482,0.017,0.0016,0.0004,0.0,0.0
Michael Mmoh,0.1812,0.0848,0.0418,0.016,0.0028,0.0,0.0,0.0
Dominic Stricker,0.4234,0.269,0.1592,0.029,0.0096,0.002,0.0,0.0
Hugo Dellien,0.4326,0.1196,0.0466,0.0046,0.0008,0.0,0.0,0.0
Hamad Medjedovic,0.6324,0.3766,0.1754,0.0278,0.0096,0.001,0.0002,0.0002
Jan Lennard Struff,0.395,0.151,0.05,0.003,0.0002,0.0,0.0,0.0
Botic Van De Zandschulp,0.6072,0.439,0.0652,0.0408,0.0188,0.0024,0.0002,0.0002
Dusan Lajovic,0.2722,0.0482,0.0008,0.0,0.0,0.0,0.0,0.0
Alexander Bublik,0.5566,0.052,0.027,0.0148,0.0066,0.0004,0.0,0.0
Elias Ymer,0.0622,0.0286,0.013,0.0066,0.0018,0.0002,0.0,0.0
Alexandre Muller,0.0946,0.053,0.024,0.0036,0.0008,0.0,0.0,0.0
Marc Andrea Huesler,0.6094,0.0806,0.0346,0.0038,0.0008,0.0,0.0,0.0
Gregoire Barrere,0.3464,0.1364,0.0188,0.0024,0.0004,0.0,0.0,0.0
Timofey Skatov,0.46,0.2274,0.0418,0.0064,0.002,0.0006,0.0,0.0
Lloyd Harris,0.0438,0.0192,0.0064,0.0014,0.0004,0.0,0.0,0.0
Hugo Gaston,0.3572,0.0298,0.01,0.0018,0.0,0.0,0.0,0.0
Alexei Popyrin,0.4562,0.0972,0.0066,0.001,0.0004,0.0,0.0,0.0
Filip Krajinovic,0.216,0.123,0.0092,0.0008,0.0,0.0,0.0,0.0
Federico Coria,0.2798,0.0912,0.0196,0.001,0.0,0.0,0.0,0.0
Dominic Thiem,0.609,0.3326,0.1498,0.0292,0.0036,0.001,0.0,0.0
Jack Draper,0.7064,0.2868,0.1576,0.0322,0.004,0.0,0.0,0.0
Ilya Ivashka,0.3164,0.1706,0.0866,0.012,0.0012,0.0,0.0,0.0
J J Wolf,0.614,0.3866,0.0616,0.0242,0.0028,0.0004,0.0,0.0
Jordan Thompson,0.4134,0.1448,0.0084,0.0032,0.0,0.0,0.0,0.0
Quentin Halys,0.5166,0.031,0.0162,0.0042,0.0,0.0,0.0,0.0
Daniil Medvedev,0.9056,0.8774,0.8158,0.7274,0.403,0.2508,0.0788,0.0788
