,Round_64,Round_32,Round_16,Round_8,Round_4,Round_2,Runner_up,Champion
Lorenzo Musetti,0.6084,0.3908,0.0702,0.0088,0.0018,0.0002,0.0,0.0
Federico Coria,0.4358,0.1568,0.0132,0.0012,0.0002,0.0,0.0,0.0
Gregoire Barrere,0.5748,0.0486,0.0216,0.0016,0.0004,0.0,0.0,0.0
Kyle Edmund,0.0702,0.0394,0.0184,0.0026,0.0002,0.0,0.0,0.0
Luca Van Assche,0.1696,0.0954,0.0468,0.0114,0.0008,0.0002,0.0,0.0
Thiago Monteiro,0.4196,0.0638,0.0274,0.003,0.0002,0.0,0.0,0.0
Soon Woo Kwon,0.542,0.2246,0.0462,0.0074,0.0002,0.0,0.0,0.0
Borna Coric,0.6894,0.4604,0.1566,0.0456,0.0074,0.0008,0.0002,0.0002
Guido Pella,0.3952,0.1444,0.0206,0.005,0.0,0.0,0.0,0.0
Yibing Wu,0.4974,0.2856,0.0562,0.0214,0.0038,0.0004,0.0002,0.0002
Stan Wawrinka,0.3558,0.0384,0.0126,0.0018,0.0002,0.0,0.0,0.0
Vasek Pospisil,0.0792,0.0322,0.0162,0.0036,0.0,0.0,0.0,0.0
Dominic Thiem,0.0872,0.0568,0.0378,0.0218,0.0006,0.0002,0.0,0.0
Max Purcell,0.3994,0.034,0.0152,0.0068,0.0008,0.0004,0.0002,0.0002
Daniel Elahi Galan,0.585,0.3056,0.0426,0.0208,0.0008,0.0,0.0,0.0
Facundo Bagnis,0.2576,0.093,0.0048,0.0012,0.0,0.0,0.0,0.0
Roman Safiullin,0.6822,0.3594,0.153,0.0226,0.0008,0.0,0.0,0.0
Richard Gasquet,0.6378,0.3632,0.1438,0.02,0.0006,0.0002,0.0,0.0
Albert Ramos,0.3448,0.0932,0.0378,0.0024,0.0,0.0,0.0,0.0
Filip Krajinovic,0.2652,0.1366,0.0726,0.0092,0.0002,0.0,0.0,0.0
Pedro Cachin,0.2636,0.1306,0.046,0.0022,0.0002,0.0,0.0,0.0
Mattia Bellucci,0.5618,0.1914,0.0674,0.003,0.0004,0.0,0.0,0.0
John Isner,0.6336,0.21,0.0886,0.0026,0.001,0.0,0.0,0.0
Yu Hsiou Hsu,0.2602,0.13,0.0482,0.0016,0.0002,0.0,0.0,0.0
Aslan Karatsev,0.3448,0.1834,0.0042,0.001,0.0,0.0,0.0,0.0
Zizou Bergs,0.5306,0.2138,0.0076,0.0022,0.0004,0.0002,0.0,0.0
Hugo Dellien,0.445,0.005,0.0012,0.0002,0.0,0.0,0.0,0.0
Roberto Carballes Baena,0.0062,0.0026,0.0006,0.0002,0.0,0.0,0.0,0.0
Nikoloz Basilashvili,0.0714,0.0296,0.0072,0.0004,0.0,0.0,0.0,0.0
Chun Hsin Tseng,0.5274,0.0774,0.0272,0.0028,0.0002,0.0,0.0,0.0
Zhizhen Zhang,0.4652,0.1762,0.0402,0.0044,0.0006,0.0,0.0,0.0
Miomir Kecmanovic,0.7212,0.4764,0.1606,0.0264,0.0054,0.0,0.0,0.0
Oleksii Krutykh,0.3536,0.1822,0.0248,0.0064,0.001,0.0002,0.0,0.0
Jordan Thompson,0.351,0.0968,0.0082,0.0014,0.0004,0.0,0.0,0.0
Laurent Lokoli,0.5454,0.0564,0.0234,0.0064,0.0004,0.0,0.0,0.0
Juan Pablo Varillas,0.0624,0.0348,0.016,0.003,0.0008,0.0,0.0,0.0
Matteo Berrettini,0.9242,0.856,0.709,0.4026,0.1836,0.0274,0.0076,0.0076
Fabio Fognini,0.4416,0.0346,0.011,0.0008,0.0,0.0,0.0,0.0
Aleksandar Vukic,0.483,0.1814,0.0342,0.0094,0.0008,0.0,0.0,0.0
Joao Sousa,0.119,0.0374,0.002,0.0,0.0,0.0,0.0,0.0
Alexander Bublik,0.5552,0.2614,0.0424,0.0096,0.001,0.0002,0.0,0.0
Jan Lennard Struff,0.1976,0.0546,0.0042,0.0006,0.0,0.0,0.0,0.0
Christopher Oconnell,0.2648,0.0234,0.0064,0.0008,0.0,0.0,0.0,0.0
Tomas Machac,0.075,0.032,0.0114,0.0026,0.0002,0.0,0.0,0.0
